_id,LOC,Contract_definitions,FunctionDefinitions,Function calls,ExpressionStatements,EventDefinitions,ElementaryType_addresses,Modifier_Definitions,Modifier_Invocations,Approvefunction_Definitions,Binary_Operations,Blocks,Bytes,Placeholder_statements,Constant_values,Hexadecimal_addresses
95070,76,3,15,5,25,3,9,1,3,0,39,20,14,0,0,0
95071,9,1,3,0,3,0,0,0,0,0,4,3,0,0,0,3
95072,50,1,11,0,17,1,14,2,6,0,22,17,0,0,4,0
95073,50,1,11,0,17,1,14,2,6,0,22,17,0,0,4,0
95074,144,9,31,0,51,7,44,3,11,3,60,35,0,0,0,3
95075,92,7,21,0,33,2,28,1,4,2,53,16,0,0,6,3
95076,84,7,23,0,24,2,23,2,4,2,43,23,0,0,4,0
95079,106,6,25,4,35,6,22,3,8,1,42,23,0,0,0,2
95080,189,3,29,0,54,6,31,0,0,2,50,33,0,0,14,2
95082,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
95083,102,3,17,5,27,5,8,3,12,0,41,23,0,0,0,0
95084,408,9,75,6,172,6,58,5,22,0,261,99,7,0,1,0
95085,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95086,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95087,108,8,23,0,24,4,29,0,1,2,47,19,0,0,11,5
95088,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95089,230,3,22,3,71,1,31,3,6,0,114,33,0,0,9,7
95090,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95091,336,8,45,0,81,5,52,5,12,1,172,66,2,0,14,4
95092,214,7,58,0,41,3,41,3,28,0,80,37,0,0,19,0
95093,18,1,4,0,7,0,1,0,0,0,7,4,5,0,1,0
95095,73,4,19,2,30,4,25,5,7,1,31,16,4,0,3,0
95096,182,10,35,3,51,4,33,2,8,1,62,33,0,0,1,0
95097,280,6,40,0,135,8,54,14,33,2,145,57,0,0,2,11
95098,56,3,12,0,21,4,16,1,4,1,27,15,0,0,1,1
95099,1755,26,211,49,433,47,268,13,69,2,905,339,175,0,0,14
95100,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95101,155,1,11,0,41,3,12,1,5,0,67,27,3,0,0,0
95102,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95103,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95104,870,4,128,0,322,1,35,9,77,0,706,169,257,0,5,32
95105,389,16,56,19,120,13,60,10,26,3,165,71,0,0,0,2
95106,28,2,10,0,10,0,2,0,0,0,4,11,0,0,0,0
95109,28,4,8,0,9,0,9,1,3,0,9,8,1,0,0,1
95110,293,11,76,1,88,8,109,2,17,2,74,63,41,0,17,7
95116,747,12,98,31,216,30,75,3,6,2,306,132,73,0,16,3
95118,201,4,28,4,56,3,44,1,6,0,113,24,74,0,0,0
95119,86,5,24,6,29,3,30,1,2,2,41,18,2,0,3,0
95121,184,12,36,0,63,6,39,3,11,2,71,35,0,0,12,2
95122,40,3,13,0,12,2,17,1,4,1,13,8,0,0,0,3
95123,62,1,7,0,15,0,2,0,0,0,23,7,0,0,2,0
95124,112,4,26,6,28,4,34,0,0,3,60,25,0,0,6,1
95128,129,10,25,0,43,5,31,5,15,2,45,30,0,0,8,0
95130,15,2,4,0,4,0,5,1,1,0,4,4,0,0,1,0
95131,672,8,70,7,166,7,40,4,18,0,321,103,32,0,0,16
95134,90,7,19,6,23,3,27,2,2,2,42,18,0,0,4,0
95135,9,1,3,0,3,0,1,0,0,0,1,3,0,0,0,0
95136,125,2,15,5,43,5,12,1,5,0,41,29,3,0,0,0
95137,76,6,17,0,22,2,23,0,0,2,35,14,0,0,8,0
95138,129,4,18,7,58,4,29,1,5,1,107,20,2,0,0,7
95141,51,2,9,0,26,1,8,1,6,0,56,13,0,0,0,2
95142,86,3,18,0,32,2,23,2,6,2,45,19,0,0,5,0
95144,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
95146,75,6,17,0,21,2,23,0,0,2,31,14,0,0,8,0
95148,361,14,52,0,159,8,59,8,18,2,209,66,0,0,0,1
95151,55,3,14,0,16,2,22,0,0,2,21,19,3,0,5,0
95152,441,4,51,3,244,2,39,0,0,2,467,68,0,0,25,5
95153,296,16,75,15,75,9,77,4,30,5,114,76,22,0,1,1
95154,86,5,18,0,34,6,26,2,3,2,40,16,0,0,3,0
95155,144,5,29,10,46,9,42,3,13,2,70,31,0,0,6,0
95156,143,6,23,2,19,6,23,2,8,1,44,17,14,0,0,0
95158,431,1,31,4,148,4,15,0,0,0,300,74,28,0,0,7
95159,106,3,21,0,33,3,26,1,1,2,80,23,0,0,11,2
95160,94,3,19,0,36,4,22,6,13,1,43,22,0,0,7,0
95161,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95163,72,2,14,0,32,2,22,3,5,1,39,17,0,0,3,1
95164,256,5,39,0,107,3,42,6,26,2,145,52,0,0,11,9
95165,121,6,28,10,35,5,32,3,12,2,43,27,2,0,6,0
95166,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95167,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95169,247,10,41,0,96,8,42,3,8,2,118,50,0,0,10,1
95170,121,6,28,10,35,5,32,3,12,2,43,27,2,0,6,0
95171,175,6,33,10,57,7,39,2,8,2,145,42,0,0,4,0
95174,75,7,22,0,28,5,13,4,9,0,17,17,22,0,0,0
95178,43,1,7,0,10,2,15,0,0,1,18,11,0,0,3,0
95179,30,2,5,3,8,3,5,1,3,0,10,6,0,0,1,0
95180,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95182,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95183,279,6,37,19,114,14,57,4,20,2,173,38,19,0,0,1
95186,125,9,27,7,41,8,44,3,8,2,51,24,2,0,9,7
95189,180,11,30,12,46,7,34,5,13,3,62,33,0,0,0,0
95190,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95191,237,1,20,0,106,7,26,3,9,0,202,46,9,0,4,1
95192,100,9,23,0,34,5,29,3,8,3,46,21,0,0,8,0
95193,134,6,26,9,49,4,35,2,2,2,83,28,2,0,0,1
95194,84,7,23,0,24,2,23,2,4,2,43,23,0,0,4,0
95195,84,7,23,0,24,2,23,2,4,2,43,23,0,0,4,0
95197,135,7,28,11,43,7,36,4,13,2,62,29,0,0,0,0
95198,144,9,31,0,51,7,44,3,11,3,60,35,0,0,0,3
95200,156,9,32,0,59,6,43,5,14,3,82,37,0,0,0,1
95201,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95202,338,17,72,0,137,9,77,6,28,3,118,78,0,0,0,1
95203,71,3,17,0,25,0,9,1,8,0,44,17,0,0,3,0
95205,265,5,44,19,81,9,50,2,10,2,198,48,13,0,0,5
95206,62,4,13,0,15,2,23,0,0,2,29,20,0,0,5,0
95207,114,8,23,8,32,4,30,1,3,2,47,22,0,0,0,0
95208,47,2,8,0,15,2,17,1,2,1,28,11,0,0,2,0
95209,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95210,199,7,30,0,72,8,45,1,5,2,99,34,0,0,10,5
95211,63,2,9,0,24,4,16,3,7,0,20,14,0,0,0,0
95212,78,7,18,0,27,2,24,1,2,2,39,15,0,0,8,4
95213,370,9,52,0,167,14,49,8,22,3,193,76,0,0,7,25
95214,140,6,29,7,42,7,40,4,11,2,65,29,0,0,8,0
95216,130,2,14,4,40,4,12,5,8,0,57,27,0,0,0,2
95217,212,3,31,7,93,6,32,3,15,0,141,39,0,0,0,7
95221,106,7,24,3,32,5,25,1,3,1,49,20,0,0,0,1
95222,397,15,69,20,130,14,77,3,20,2,169,82,6,0,1,8
95224,26,1,9,0,4,0,0,0,0,0,21,9,0,0,4,0
95231,43,4,12,0,16,0,4,3,4,0,21,9,9,0,4,2
95232,41,3,7,0,14,2,8,2,2,0,20,11,0,0,1,1
95233,72,1,8,0,21,1,9,0,0,0,38,10,0,0,2,0
95234,509,16,111,0,206,8,49,3,59,4,275,123,37,0,1,0
95235,554,17,117,0,228,8,49,3,63,4,298,131,37,0,1,0
95237,51,1,6,0,12,4,8,0,0,0,18,7,0,0,1,0
95239,138,5,25,8,33,8,34,3,13,0,19,32,0,0,0,0
95243,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95244,137,4,21,0,49,2,15,2,13,1,164,37,0,0,1,5
95245,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95246,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95247,166,5,36,0,49,6,25,0,0,0,42,49,8,0,14,0
95248,30,3,7,2,7,2,9,1,2,0,7,9,0,0,1,0
95249,45,2,11,0,22,1,8,1,8,0,21,11,0,0,0,2
95250,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
95254,265,5,44,0,100,9,49,2,10,2,199,48,13,0,0,4
95255,69,7,17,0,19,2,23,1,1,2,35,13,0,0,4,0
95256,191,2,18,0,86,5,40,5,5,0,97,41,0,0,1,0
95257,191,2,18,0,86,5,40,5,5,0,97,41,0,0,1,0
95259,51,3,11,0,26,1,8,0,0,0,35,10,0,0,0,2
95260,179,9,31,10,35,6,35,3,11,3,48,31,0,0,0,1
95261,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95266,76,1,11,0,24,4,18,0,0,1,37,17,0,0,2,0
95268,224,15,44,0,94,7,57,3,10,4,93,43,10,0,0,0
95269,65,3,14,4,16,2,23,0,0,2,27,15,3,0,4,0
95271,94,2,14,0,29,4,14,0,0,1,59,15,0,0,0,2
95272,59,3,14,4,13,2,22,0,0,2,20,19,3,0,5,0
95275,54,2,9,0,26,1,8,1,6,0,56,16,0,0,0,2
95276,135,8,28,0,41,5,36,4,12,3,45,29,0,0,0,1
95281,247,4,29,0,77,7,37,9,19,0,136,51,0,0,15,0
95282,200,1,26,0,86,3,26,1,5,1,130,53,0,0,12,0
95283,152,6,29,5,47,4,26,1,7,1,89,31,2,0,0,2
95284,45,4,14,0,18,3,11,2,4,0,19,18,0,0,4,0
95285,108,6,29,0,41,2,43,3,8,0,53,21,0,0,14,0
95286,541,17,127,16,142,12,183,8,56,5,195,146,11,0,0,1
95287,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95290,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95291,350,10,43,0,124,7,66,12,34,3,162,74,0,0,3,2
95292,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95293,230,10,35,0,85,5,49,10,28,3,95,48,0,0,0,2
95294,311,2,31,0,62,5,27,4,10,0,198,48,2,0,0,3
95296,85,8,19,0,26,2,24,2,3,2,41,17,0,0,8,1
95298,118,9,24,0,40,6,34,3,7,2,41,24,0,0,8,1
95300,61,3,15,0,16,4,20,1,5,1,28,15,0,0,3,4
95301,224,8,41,0,52,6,55,4,9,2,116,46,4,0,2,2
95302,265,14,57,0,90,9,60,5,26,3,109,63,0,0,0,0
95304,14,1,4,0,6,0,4,0,0,0,5,5,0,0,0,0
95305,17,3,4,0,6,0,4,1,2,0,4,6,0,0,0,1
95306,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95307,870,4,128,0,322,1,35,9,77,0,706,169,257,0,5,32
95309,26,2,4,0,11,1,6,0,0,0,13,3,0,0,1,7
95310,60,6,15,0,15,2,21,0,0,2,29,10,0,0,8,0
95312,89,4,17,0,39,2,20,1,3,1,51,19,2,0,4,1
95313,116,4,24,9,40,7,33,3,9,2,53,22,0,0,6,2
95315,50,1,12,0,22,0,14,0,0,0,28,12,0,0,0,7
95316,55,3,14,0,16,2,22,0,0,2,22,19,3,0,5,0
95317,93,5,26,2,37,4,31,1,2,2,44,19,2,0,6,2
95319,43,2,10,0,21,1,8,1,7,0,22,10,0,0,0,2
95320,194,4,19,0,33,1,1,0,0,0,137,31,40,0,0,4
95322,125,3,18,0,33,0,1,0,0,0,137,30,35,0,0,4
95323,96,6,25,4,19,3,27,0,0,2,43,22,4,0,1,0
95324,101,5,23,0,29,2,27,4,6,2,63,27,0,0,4,0
95325,432,25,242,0,45,2,108,7,2,1,68,50,57,0,0,1
95327,39,2,11,0,8,0,9,1,6,0,11,14,0,0,0,1
95328,154,2,20,5,39,5,15,1,3,0,44,26,0,0,0,0
95329,81,5,26,0,25,6,34,1,3,2,26,17,16,0,10,1
95330,312,2,31,0,63,5,29,4,10,0,199,48,0,0,0,3
95332,207,1,26,0,89,3,26,1,5,1,136,55,0,0,12,0
95333,128,6,21,0,44,2,25,1,1,2,77,23,0,0,0,2
95335,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95337,257,3,31,0,53,11,43,1,2,1,102,34,30,0,8,0
95338,64,6,15,5,20,2,22,0,0,2,29,9,0,0,0,2
95339,147,5,23,8,64,5,26,1,2,1,77,25,0,0,0,0
95341,23,2,3,1,4,1,5,0,0,0,5,2,3,0,1,0
95342,42,1,4,0,8,0,2,0,0,0,16,6,16,0,0,0
95344,40,1,3,0,6,0,2,0,0,0,17,8,10,0,0,0
95345,83,7,22,0,20,2,23,2,3,2,51,22,0,0,8,0
95347,123,3,21,0,39,4,26,1,0,1,65,29,9,0,7,0
95349,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95351,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95352,47,4,9,0,21,1,6,1,6,0,26,11,0,0,0,0
95354,171,6,34,0,72,7,45,4,19,2,96,42,0,0,8,0
95355,98,2,20,0,47,0,18,0,0,0,52,18,0,0,6,3
95358,13,1,1,0,4,0,3,0,0,0,10,3,0,0,0,0
95359,101,9,22,8,26,4,30,1,4,2,41,21,0,0,4,2
95361,287,9,46,0,43,8,62,3,7,2,111,52,3,0,13,2
95362,313,10,57,0,102,10,70,6,14,1,151,58,1,0,14,12
95364,271,2,23,0,137,8,31,2,9,0,170,53,2,0,0,11
95366,46,4,11,1,14,1,10,1,3,0,27,11,0,0,0,0
95367,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95370,184,8,33,0,73,8,36,2,9,2,89,36,0,0,5,5
95371,344,2,33,0,76,5,29,7,19,0,210,53,0,0,0,4
95373,83,8,18,6,20,4,25,2,4,2,34,15,0,0,4,0
95374,115,4,20,7,46,3,25,1,5,1,60,21,2,0,0,2
95375,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95376,167,4,26,2,66,3,32,1,12,1,93,34,2,0,2,0
95377,160,10,36,0,66,6,38,5,18,2,61,34,3,0,7,3
95378,9,1,1,0,3,0,2,0,0,0,9,2,0,0,0,0
95380,118,1,10,7,43,3,17,1,2,0,67,30,1,0,0,1
95381,57,2,10,4,13,2,15,1,3,1,35,12,0,0,2,0
95382,103,5,27,0,38,5,32,1,6,2,49,22,0,0,6,3
95386,78,8,18,0,24,3,25,1,1,2,38,14,0,0,8,0
95387,157,6,31,6,51,9,46,9,12,1,64,38,1,0,6,3
95389,51,4,12,0,20,3,16,1,5,0,20,12,0,0,1,2
95390,103,4,18,0,50,2,21,1,7,1,41,19,2,0,0,0
95391,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95392,67,3,14,0,23,2,23,0,0,2,30,20,3,0,5,0
95393,86,5,24,6,29,3,30,1,2,2,41,18,2,0,3,0
95394,84,4,18,0,36,4,28,1,3,2,49,14,0,0,4,0
95395,55,2,13,3,18,2,22,0,0,2,31,8,0,0,4,2
95397,105,4,17,2,43,2,26,1,7,0,79,15,5,0,2,1
95398,59,3,12,2,22,2,14,1,5,0,39,11,0,0,1,1
95400,317,10,59,0,92,11,65,7,23,2,151,73,0,0,19,6
95401,113,2,14,5,37,3,23,3,10,1,72,30,0,0,0,12
95402,169,4,37,3,45,6,36,2,2,2,63,50,0,0,0,0
95403,277,8,41,0,121,8,36,1,6,2,131,62,0,0,0,0
95404,100,2,16,0,45,8,10,2,9,0,64,18,0,0,0,1
95405,146,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
95407,164,6,28,5,58,3,28,2,4,2,121,29,0,0,0,0
95408,94,5,20,0,32,2,25,1,1,2,51,27,3,0,5,0
95413,137,7,24,0,46,6,32,2,5,2,49,28,0,0,8,0
95414,59,1,8,5,27,2,13,3,9,1,36,11,0,0,0,5
95415,96,8,20,0,32,4,29,1,1,2,44,18,0,0,8,0
95416,76,3,12,2,25,1,17,1,5,0,34,13,0,0,0,0
95417,78,4,19,5,19,2,23,0,0,2,36,16,0,0,0,1
95418,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95419,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95420,182,15,37,13,61,8,47,5,22,3,102,40,0,0,0,7
95422,80,3,19,5,25,2,23,1,2,2,50,16,0,0,0,6
95423,90,7,19,6,23,3,27,2,2,2,42,18,0,0,4,0
95424,97,6,18,6,27,3,26,1,2,1,45,22,2,0,0,1
95425,221,9,32,0,71,4,32,4,7,2,116,54,0,0,2,2
95426,221,9,32,0,71,4,32,4,7,2,116,54,0,0,2,2
95428,574,8,49,22,144,18,79,3,11,2,209,51,20,0,4,0
95429,33,2,6,0,11,0,5,1,3,0,18,9,0,0,0,0
95430,510,14,76,0,165,8,88,5,30,3,263,131,6,0,6,0
95431,139,6,26,8,55,4,36,0,0,2,92,26,0,0,0,0
95432,219,3,30,0,104,2,26,2,12,2,183,47,0,0,0,7
95433,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95434,75,1,7,0,30,3,17,0,0,1,74,18,0,0,2,8
95435,85,5,24,6,29,3,30,1,2,2,40,18,2,0,6,2
95436,123,4,27,0,38,6,34,0,0,3,63,27,0,0,6,1
95438,139,6,31,0,46,2,30,4,16,1,90,43,0,0,7,1
95440,58,1,8,0,18,2,15,0,0,1,35,12,0,0,2,2
95441,174,5,24,6,68,3,39,1,2,2,96,29,4,0,0,1
95442,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
95443,139,3,23,0,45,3,37,0,0,0,62,39,0,0,0,5
95444,87,2,11,0,32,1,19,2,5,0,31,26,0,0,1,9
95445,36,2,7,0,16,0,10,0,0,0,20,8,0,0,0,0
95449,71,7,17,0,20,2,23,1,1,2,37,14,0,0,8,0
95451,118,7,25,10,37,4,31,1,3,2,69,24,0,0,0,2
95452,1386,27,213,0,347,33,259,12,46,3,522,287,177,0,7,35
95455,58,1,8,0,18,2,15,0,0,1,35,12,0,0,2,2
95456,94,2,14,0,29,4,14,0,0,1,59,15,0,0,0,2
95457,8,1,1,0,2,0,1,0,0,0,3,1,0,0,0,1
95458,102,7,20,0,37,2,26,4,4,2,64,20,0,0,4,7
95459,179,10,39,12,51,8,45,5,21,3,87,44,0,0,0,0
95460,222,12,37,17,51,10,45,4,17,3,59,38,0,0,0,0
95462,72,4,15,4,17,4,20,2,4,0,9,17,0,0,0,0
95463,986,10,153,2,339,4,49,3,62,2,732,185,255,0,3,29
95464,195,4,35,4,48,6,32,4,6,2,67,22,0,0,0,1
95465,164,3,26,4,80,4,18,0,0,0,86,28,1,0,0,4
95468,247,12,41,13,76,12,55,3,10,3,96,45,0,0,0,0
95469,204,5,37,0,71,2,39,2,10,2,97,45,0,0,12,0
95470,164,6,28,5,58,3,28,2,4,2,121,29,0,0,0,0
95471,383,4,36,0,110,13,45,19,61,2,126,65,3,0,11,0
95473,358,16,78,0,98,3,35,15,46,1,138,75,0,0,28,4
95478,123,4,21,0,34,4,10,2,3,0,49,28,1,0,15,0
95479,630,8,70,0,188,10,47,19,58,0,246,116,1,0,31,0
95480,785,9,79,0,234,12,56,20,63,0,319,139,1,0,34,0
95482,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95483,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95484,54,1,1,0,50,0,1,0,0,0,50,1,0,0,0,50
95486,134,6,26,0,58,4,35,2,2,2,83,28,2,0,0,1
95487,66,3,14,0,24,2,23,0,0,2,31,19,3,0,5,0
95488,113,4,22,4,39,1,12,4,8,0,57,25,0,0,0,1
95489,76,3,13,0,29,2,15,2,4,1,38,15,0,0,0,4
95491,149,4,24,0,25,0,10,4,6,0,41,34,0,0,0,0
95493,90,7,19,6,23,3,27,2,2,2,42,18,0,0,4,0
95494,529,19,99,0,185,15,95,12,36,2,204,112,12,0,48,0
95495,65,5,11,0,21,1,8,2,3,0,32,13,0,0,5,0
95496,387,14,63,17,128,11,63,2,12,2,183,68,0,0,0,0
95497,69,1,5,2,16,2,16,0,0,0,56,11,6,0,0,22
95498,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95499,255,5,41,0,95,9,52,2,9,2,189,45,13,0,0,7
95500,275,10,44,0,106,9,54,5,26,2,141,57,0,0,5,18
95501,731,18,85,14,369,11,82,5,18,2,186,87,30,0,0,2
95502,826,20,101,20,426,17,96,6,32,2,247,105,10,0,0,2
95503,734,14,79,12,380,9,74,3,13,2,178,80,9,0,0,2
95504,178,5,27,0,70,7,35,3,7,1,85,39,8,0,7,0
95506,327,1,30,0,85,0,0,0,0,0,210,84,12,0,0,27
95507,17,1,2,0,7,0,2,0,0,0,13,5,8,0,0,0
95508,72,2,14,0,18,2,22,1,0,2,32,15,0,0,6,0
95509,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95511,75,3,19,0,21,4,26,0,0,2,34,14,0,0,6,0
95512,139,4,22,0,47,5,27,2,2,1,63,28,2,0,4,2
95515,65,3,10,0,26,1,12,0,0,0,44,10,0,0,1,0
95516,97,5,23,7,39,4,30,1,2,2,60,17,2,0,6,0
95517,64,2,16,0,23,4,12,1,2,0,26,10,23,0,3,3
95518,486,9,88,0,119,20,66,8,50,1,202,106,24,0,19,0
95519,86,5,24,6,29,3,30,1,2,2,41,18,2,0,3,0
95520,94,2,14,0,29,4,14,0,0,1,59,15,0,0,0,2
95521,249,13,45,11,73,6,47,2,11,2,95,44,0,0,0,0
95523,6,2,2,0,2,0,2,0,0,0,0,2,0,0,0,0
95524,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
95526,89,4,17,0,39,2,20,1,3,1,52,19,2,0,4,1
95528,792,4,115,0,276,1,33,6,66,0,597,147,255,0,3,33
95529,75,6,17,0,24,2,23,0,0,2,38,14,0,0,8,0
95530,83,4,13,0,34,2,24,1,3,1,54,16,2,0,0,6
95531,107,4,18,0,51,3,24,1,5,1,58,19,2,0,0,2
95532,128,9,29,9,35,4,32,3,11,3,54,31,0,0,0,0
95533,123,8,28,9,39,5,37,1,5,2,53,27,0,0,0,0
95534,135,9,23,0,50,4,28,4,7,2,103,26,0,0,8,2
95535,193,8,34,11,53,6,42,6,18,2,67,42,0,0,0,1
95537,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
95541,91,4,16,7,38,3,25,1,4,1,51,18,2,0,1,2
95542,108,4,16,0,40,5,15,3,6,0,53,22,0,0,0,0
95544,48,4,13,0,12,2,21,0,0,2,17,8,0,0,4,0
95545,362,15,111,25,90,30,63,6,28,1,114,82,45,0,3,0
95550,124,7,29,13,42,7,36,3,17,2,54,25,2,0,0,0
95551,67,3,14,0,23,2,23,0,0,2,30,20,3,0,5,0
95552,167,8,22,0,72,7,33,6,18,0,91,29,2,0,2,18
95554,75,1,10,0,16,0,7,2,6,0,38,21,0,0,2,0
95555,69,5,19,0,20,2,25,1,3,2,21,18,0,0,4,0
95556,108,8,21,0,40,4,30,1,2,2,62,21,0,0,8,0
95558,69,2,14,0,19,2,18,0,0,1,42,19,0,0,8,0
95559,145,3,25,0,70,2,25,1,3,1,66,17,0,0,8,33
95560,89,1,8,0,18,0,16,1,2,0,23,13,11,0,1,0
95561,93,3,18,4,23,1,14,0,0,0,33,23,9,0,5,1
95562,11,1,3,0,3,0,1,0,0,0,4,3,1,0,1,0
95563,154,7,27,0,54,5,35,1,2,2,87,31,4,0,0,0
95564,148,4,31,0,64,3,30,3,11,2,88,32,3,0,7,0
95565,331,2,32,0,77,5,27,4,11,0,214,49,2,0,0,19
95567,55,3,14,0,16,2,22,0,0,2,22,19,3,0,5,0
95568,163,10,34,15,48,8,40,5,17,3,68,36,0,0,0,0
95569,94,5,20,0,32,2,25,1,1,2,51,27,3,0,5,0
95570,57,4,14,3,12,4,14,1,4,0,15,11,3,0,2,0
95571,189,3,29,0,89,2,26,2,12,2,136,34,0,0,0,7
95572,157,6,29,0,69,7,34,1,3,2,90,26,2,0,7,0
95574,74,1,11,6,31,2,14,3,5,1,45,17,0,0,0,5
95575,26,2,5,0,10,0,5,1,2,0,16,6,0,0,0,3
95576,443,5,48,8,140,8,43,3,16,1,259,65,38,0,0,0
95577,101,9,23,0,35,5,29,3,8,3,46,21,0,0,8,2
95579,143,7,26,0,49,5,35,1,2,2,80,28,4,0,0,0
95580,45,2,10,0,22,1,8,1,7,0,27,11,0,0,0,2
95582,144,8,24,0,59,4,37,3,6,2,86,27,0,0,0,4
95584,243,9,34,11,56,7,44,3,11,3,87,49,0,0,1,1
95585,75,3,19,0,21,4,26,0,0,2,34,14,0,0,6,0
95586,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95587,88,4,19,1,30,1,7,1,2,0,45,23,0,0,2,0
95588,95,6,23,0,33,2,22,1,4,1,59,23,0,0,8,4
95589,119,6,22,0,21,3,23,1,5,1,60,34,3,0,7,2
95590,148,5,30,10,48,9,42,3,13,2,71,32,0,0,6,0
95591,55,3,14,0,16,2,22,0,0,2,21,19,3,0,5,0
95592,56,3,16,0,20,2,24,0,0,2,24,9,2,0,3,0
95593,109,7,19,6,24,2,25,1,1,2,40,18,0,0,2,3
95594,279,7,45,0,124,8,50,1,10,4,151,53,6,0,7,12
95595,156,3,22,0,75,8,21,5,14,1,103,29,0,0,1,3
95596,75,6,17,0,25,2,23,0,0,2,37,14,0,0,8,1
95597,50,2,11,0,18,2,22,0,0,2,45,7,0,0,0,1
95598,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95600,202,4,44,7,61,6,43,2,20,1,73,55,0,0,0,0
95601,71,2,10,0,31,2,18,1,0,1,50,13,0,0,2,0
95602,354,8,54,0,139,11,51,1,9,2,311,81,0,0,7,42
95603,176,6,29,0,72,4,28,3,7,2,132,31,0,0,11,0
95607,142,11,31,0,54,5,35,3,13,2,56,32,0,0,0,0
95608,336,13,48,0,166,6,49,5,30,2,139,59,0,0,11,15
95609,101,10,22,0,35,4,29,2,6,2,45,18,0,0,8,0
95611,66,1,7,0,16,0,7,1,4,0,16,12,7,0,0,5
95612,139,6,23,0,63,4,25,3,11,2,98,26,0,0,4,0
95618,149,9,27,0,55,5,30,4,8,2,65,35,0,0,0,1
95619,315,4,36,12,132,10,52,2,14,2,205,68,0,0,4,1
95620,118,4,27,0,36,3,31,0,0,2,50,30,3,0,12,4
95621,183,13,36,0,66,8,39,4,10,2,75,37,0,0,12,4
95624,182,6,24,8,42,7,39,3,13,1,51,27,0,0,1,2
95625,86,7,22,0,26,3,23,2,4,2,54,22,0,0,8,0
95626,195,8,36,0,79,7,36,9,17,2,156,47,0,0,12,0
95627,179,9,31,10,35,6,35,3,11,3,48,31,0,0,0,0
95628,132,5,28,0,52,3,31,1,4,2,65,28,2,0,6,0
95629,55,3,14,0,16,2,22,0,0,2,20,19,3,0,5,0
95630,506,14,63,0,200,14,59,8,36,3,213,82,0,0,0,0
95631,36,1,4,0,16,0,5,3,3,0,9,13,0,0,0,4
95632,143,5,27,8,57,5,35,6,8,2,90,33,2,0,3,0
95633,85,5,24,0,35,3,30,1,2,2,40,18,2,0,6,2
95634,117,4,15,0,42,4,9,5,9,0,82,27,0,0,1,2
95635,48,3,14,0,17,0,15,1,2,0,21,6,0,0,3,2
95636,121,3,22,0,56,12,17,1,12,0,34,20,8,0,0,1
95637,9,1,1,0,3,1,1,1,1,0,2,2,0,0,0,1
