_id,FunctionDefinitions,Function calls,ExpressionStatements,EventDefinitions,ElementaryType_addresses,Modifier_Definitions,Modifier_Invocations,Approvefunction_Definitions
94425,23,0,34,3,30,1,2,2
94426,14,0,23,2,23,0,0,2
94427,39,12,50,8,46,5,11,2
94428,3,2,5,2,9,0,0,0
94440,22,0,31,4,29,1,2,2
94441,37,0,84,8,34,3,10,0
94442,24,0,42,3,33,1,4,2
94443,22,0,58,5,28,2,6,1
94444,7,0,25,1,9,0,0,0
94445,24,9,33,4,31,1,3,2
94446,14,4,19,3,25,1,2,2
94447,49,0,131,14,62,5,21,2
94448,12,0,19,2,22,0,0,2
94450,103,21,209,16,123,5,31,4
94451,35,0,74,7,45,4,20,2
94454,37,0,80,5,42,5,22,2
94456,85,0,128,12,78,8,30,4
94457,95,15,225,13,99,10,47,2
94459,23,0,34,3,30,1,2,2
94460,26,0,80,6,20,6,21,0
94461,27,0,47,7,32,4,13,3
94462,23,0,19,2,23,2,4,2
94463,24,0,35,3,30,1,2,2
94464,24,0,35,3,30,1,2,2
94465,17,0,19,4,25,0,0,2
94466,75,0,23,3,82,3,8,2
94467,37,0,94,6,39,6,17,2
94468,11,0,19,2,15,0,0,1
94469,41,4,66,6,21,0,0,1
94470,12,4,14,2,22,0,0,2
94471,55,0,104,13,63,6,24,2
94472,18,0,51,3,24,1,5,1
94473,21,0,40,5,30,2,5,2
94475,19,6,19,4,27,1,2,2
94477,35,4,60,2,42,3,10,2
94480,29,0,54,4,39,1,6,1
94481,10,0,27,2,20,1,4,1
94482,21,5,28,3,30,1,1,2
94483,24,9,33,4,31,1,3,2
94484,47,14,153,9,58,5,11,2
94485,31,12,50,7,37,3,6,2
94486,20,0,37,5,24,0,0,1
94489,16,1,48,1,15,3,4,1
94491,46,9,144,8,29,1,5,0
94493,24,0,35,3,30,1,2,2
94494,36,21,68,8,52,4,12,2
94495,41,0,95,9,52,2,9,2
94496,16,0,25,2,25,0,0,2
94497,6,0,12,1,8,1,3,0
94498,29,0,45,8,37,4,13,3
94500,22,0,33,2,25,1,7,2
94501,3,0,14,0,5,0,0,0
94502,21,9,69,7,64,0,0,1
94503,8,11,43,5,24,0,0,0
94504,7,7,28,5,23,0,0,0
94505,1,0,14,0,5,0,0,0
94506,2,0,1,0,3,0,0,0
94508,24,0,36,3,30,1,2,2
94510,19,0,20,2,25,1,3,2
94511,22,0,32,3,23,1,4,2
94512,18,0,38,5,17,4,14,0
94513,27,5,68,2,35,2,7,2
94514,38,13,113,12,66,0,0,1
94515,76,17,220,20,104,0,0,2
94516,38,0,68,9,46,2,8,2
94517,29,7,47,4,40,3,10,2
94518,23,0,89,9,26,5,17,0
94519,52,0,128,7,51,2,4,1
94520,27,8,30,6,34,0,0,3
94521,50,0,156,18,57,6,25,2
94522,10,0,29,2,17,0,1,1
94523,14,0,16,2,22,0,0,2
94526,99,13,121,11,96,4,8,2
94528,30,10,36,7,34,3,13,3
94529,14,0,23,3,17,0,0,1
94531,16,0,25,4,19,1,5,0
94534,14,0,17,2,22,0,0,2
94535,21,0,39,5,25,2,6,1
94537,10,3,21,2,17,0,0,1
94538,27,0,38,5,36,1,4,2
94539,24,7,36,3,29,1,2,2
94540,24,0,40,3,30,1,2,2
94541,45,0,109,6,45,1,18,2
94543,46,0,43,8,62,3,7,2
94544,28,7,85,5,35,2,7,2
94545,23,0,24,2,23,2,4,2
94546,24,0,35,3,30,1,2,2
94547,17,5,23,2,25,1,1,2
94548,14,0,18,5,32,5,7,0
94549,27,8,50,7,41,3,11,2
94550,24,6,29,3,30,1,2,2
94551,14,0,16,2,22,0,0,2
94555,41,5,62,4,55,1,7,2
94556,10,0,50,1,9,0,0,0
94557,17,0,22,1,20,1,9,0
94558,21,8,74,8,25,7,11,0
94559,23,0,89,10,28,9,27,0
94561,40,7,72,7,34,6,14,1
94562,73,15,126,12,91,4,19,2
94563,20,0,32,4,29,1,1,2
94567,14,0,22,2,23,0,0,2
94568,14,0,23,2,23,0,0,2
94569,29,0,43,5,36,3,7,2
94571,19,0,48,5,24,1,5,1
94574,31,0,51,7,44,3,11,3
94575,25,0,21,3,27,0,0,2
94576,16,0,40,2,21,1,4,1
94577,26,6,51,8,32,4,9,1
94578,24,0,35,3,30,1,2,2
94579,18,0,52,3,24,1,5,1
94580,14,0,23,2,23,0,0,2
94581,11,3,11,2,21,0,0,2
94582,8,0,42,5,9,2,5,0
94584,20,0,32,4,29,1,1,2
94585,18,0,59,3,22,1,6,1
94586,15,3,24,2,13,1,5,0
94587,26,0,50,3,25,2,5,0
94588,49,5,51,3,57,0,0,2
94589,82,0,279,23,104,16,47,1
94590,104,0,368,31,123,19,65,1
94591,112,0,135,10,75,1,4,3
94593,40,11,47,9,63,1,2,4
94594,21,0,26,4,29,2,4,2
94595,44,10,41,5,48,1,5,2
94596,27,9,35,5,34,1,4,2
94597,11,4,19,4,9,3,4,0
94599,18,7,56,2,44,0,0,2
94601,14,0,24,2,23,0,0,2
94602,14,0,15,2,22,0,0,2
94603,14,0,23,2,23,0,0,2
94604,30,10,34,6,36,3,11,3
94605,74,0,136,12,75,3,21,2
94606,43,0,89,10,52,2,14,2
94607,24,0,35,3,30,1,2,2
94609,44,0,99,9,49,2,10,2
94610,34,11,51,5,39,1,4,2
94613,30,0,57,4,35,3,8,3
94614,12,0,23,2,15,0,0,1
94616,9,4,25,3,18,0,0,1
94617,29,7,42,7,40,4,11,2
94621,18,7,46,5,28,2,10,1
94622,12,6,37,4,22,2,7,1
94623,8,6,30,6,9,1,6,0
94624,24,10,33,7,34,2,8,2
94625,20,0,24,3,21,1,6,1
94626,29,0,45,5,39,3,9,2
94627,23,0,34,3,30,1,2,2
94628,24,0,35,3,30,1,2,2
94630,58,9,193,7,34,3,26,0
94631,12,0,19,2,22,0,0,2
94632,14,4,14,2,22,0,0,2
94633,41,0,52,7,79,0,0,2
94634,14,0,23,2,23,0,0,2
94635,22,0,29,2,23,0,0,2
94637,51,0,44,7,37,9,18,0
94638,33,0,85,4,33,3,5,1
94639,25,0,34,4,27,0,0,2
94640,7,0,7,0,1,0,0,0
94641,14,0,16,2,22,0,0,2
94642,25,6,31,3,30,1,2,2
94643,21,7,28,3,27,1,1,2
94644,14,0,24,2,23,0,0,2
94646,7,1,7,1,6,1,3,0
94649,14,7,25,6,18,4,8,0
94651,14,0,24,2,23,0,0,2
94653,29,9,35,4,32,3,11,3
94655,37,0,84,8,34,3,10,0
94657,11,0,19,2,15,0,0,1
94659,21,0,40,5,30,2,5,2
94661,20,0,30,1,8,1,6,0
94663,174,0,383,5,81,6,82,1
94664,37,0,99,16,54,4,12,2
94666,51,0,83,9,59,5,23,3
94667,159,22,302,40,181,13,75,1
94668,24,0,35,3,30,1,2,2
94673,1,0,3,0,2,0,0,0
94674,15,0,17,2,18,0,0,1
94675,34,0,72,7,45,4,19,2
94676,27,8,30,6,34,0,0,3
94677,26,0,48,3,33,1,4,2
94678,25,4,36,6,22,3,8,1
94679,21,7,28,3,27,1,1,2
94680,53,16,83,9,62,4,13,2
94681,15,1,15,2,21,0,0,2
94682,11,0,19,2,15,0,0,1
94685,23,0,45,2,17,0,0,1
94686,23,0,47,2,18,0,0,1
94687,14,0,23,2,23,0,0,2
94688,25,7,29,3,31,1,1,2
94689,19,0,24,2,25,1,3,2
94690,34,0,72,7,45,4,19,2
94691,8,0,40,1,6,4,5,0
94692,8,0,40,1,6,4,5,0
94693,23,0,36,6,28,2,4,1
94694,51,0,131,11,50,4,26,2
94697,23,0,43,5,29,1,3,2
94698,17,0,41,2,14,1,0,0
94699,38,0,68,5,37,2,9,2
94701,17,0,24,2,24,2,2,2
94702,9,1,22,1,18,0,0,1
94703,10,1,21,1,20,0,0,1
94704,128,0,322,1,35,9,77,0
94705,52,8,214,8,32,4,25,0
94706,64,0,151,7,86,6,26,3
94707,30,10,48,9,42,3,13,2
94708,12,0,19,2,22,0,0,2
94710,27,0,30,6,28,5,12,2
94713,17,11,67,9,26,9,22,0
94715,15,1,18,3,20,0,0,1
94718,36,0,73,7,41,2,9,2
94719,7,0,12,2,14,0,0,1
94720,41,0,95,9,52,2,9,2
94721,35,16,89,4,44,1,5,3
94722,29,13,53,4,34,1,3,2
94725,24,0,35,3,30,1,2,2
94726,113,15,174,17,117,8,38,4
94727,24,0,35,3,30,1,2,2
94729,24,0,35,3,30,1,2,2
94731,39,0,86,5,36,6,12,0
94732,32,12,52,11,45,3,13,2
94733,13,0,36,2,20,1,3,1
94734,24,0,25,2,23,0,0,2
94735,160,0,407,4,43,9,83,0
94736,17,0,32,2,24,1,2,2
94737,9,0,26,0,12,0,0,0
94739,48,0,113,5,51,3,5,2
94740,42,0,124,15,53,4,18,2
94741,53,0,145,21,61,5,26,2
94742,24,0,35,3,30,1,2,2
94744,24,6,29,3,30,1,2,2
94746,30,10,60,13,60,3,9,1
94748,50,0,58,0,19,0,0,0
94749,24,9,33,4,31,1,3,2
94750,12,0,15,2,21,0,0,2
94754,91,12,93,12,134,5,26,3
94755,282,0,107,2,111,7,8,1
94756,12,7,28,7,26,2,7,0
94757,37,12,51,8,44,5,22,3
94758,39,0,81,3,41,4,10,2
94760,27,0,45,4,37,3,8,2
94761,17,0,31,3,32,1,1,2
94762,11,0,19,2,15,0,0,1
94765,61,17,96,13,64,4,21,3
94767,36,2,49,4,37,3,10,1
94768,34,0,91,16,34,5,21,1
94770,29,0,97,8,43,7,20,2
94772,24,5,29,3,30,1,2,2
94780,5,0,2,0,5,0,0,0
94782,9,0,22,5,10,2,5,0
94783,41,0,94,7,36,6,17,2
94785,14,0,24,2,23,0,0,2
94786,14,0,24,2,23,0,0,2
94787,31,0,39,3,39,2,7,1
94788,15,0,26,2,24,0,0,2
94789,35,0,64,2,36,2,7,2
94790,14,0,24,2,23,0,0,2
94791,128,0,322,1,35,9,77,0
94792,38,4,41,6,35,2,7,1
94793,25,0,70,9,37,3,10,2
94796,24,0,40,3,30,1,2,2
94797,44,0,129,7,38,4,9,2
94798,2,0,23,0,13,0,0,0
94800,14,0,16,2,22,0,0,2
94801,22,1,14,2,22,0,0,2
94803,1,0,7,1,2,0,0,0
94805,27,11,36,7,33,3,6,2
94806,21,7,29,3,29,1,3,2
94807,24,0,35,3,30,1,2,2
94810,58,0,122,11,69,6,28,3
94811,14,0,16,2,22,0,0,2
94812,5,0,21,2,11,0,0,1
94820,9,0,39,5,7,1,1,0
94821,26,12,36,7,32,3,7,2
94822,21,5,29,5,28,3,7,2
94823,24,0,35,3,30,1,2,2
94824,22,0,44,3,27,2,3,2
94825,18,0,30,4,25,0,0,2
94826,40,0,101,6,49,6,15,2
94827,6,0,3,2,14,1,1,1
94828,18,8,44,4,27,1,5,1
94829,23,0,24,2,23,2,4,2
94831,52,0,103,5,68,2,27,2
94832,10,0,20,1,8,1,7,0
94833,23,0,24,2,23,2,4,2
94834,24,0,40,3,30,1,2,2
94835,14,0,21,2,24,0,0,2
94836,32,0,62,1,28,0,0,2
94838,16,0,33,2,24,0,0,2
94840,10,0,29,2,8,2,12,0
94841,7,0,14,0,4,0,0,0
94842,30,10,48,9,42,3,13,2
94843,53,6,109,8,61,4,25,3
94844,42,4,70,6,53,4,25,3
94845,89,20,177,15,117,5,31,4
94846,21,0,19,2,24,1,1,2
94848,59,0,99,12,57,4,27,3
94849,7,0,24,2,15,1,1,1
94850,11,0,22,3,20,0,0,1
94851,4,0,9,0,0,0,0,0
94852,25,0,44,3,30,1,3,2
94853,9,3,6,1,9,0,0,0
94859,14,0,24,2,23,0,0,2
94861,16,0,53,3,18,1,4,0
94862,6,0,12,1,5,1,2,0
94863,30,0,48,4,43,1,1,2
94864,43,14,53,10,53,3,10,2
94865,69,0,37,0,1,1,1,0
94866,34,0,72,7,45,4,19,2
94867,20,0,24,6,31,0,0,2
94868,26,0,39,4,32,2,6,2
94869,16,0,35,5,26,1,1,1
94871,17,0,32,2,24,1,2,2
94872,12,0,26,1,7,1,4,0
94873,16,0,13,2,21,0,0,2
94874,18,0,20,2,17,1,7,1
94875,18,0,20,2,17,1,7,1
94876,14,0,16,2,22,0,0,2
94877,28,16,64,2,22,0,0,2
94879,24,0,35,3,30,1,2,2
94880,42,13,63,9,55,5,20,3
94882,11,0,21,1,8,1,8,0
94883,11,0,19,2,15,0,0,1
94884,28,9,39,5,38,1,3,2
94885,32,0,64,5,28,4,10,0
94887,31,0,62,5,27,4,10,0
94888,31,0,63,5,27,4,10,0
94890,35,0,99,5,57,7,23,2
94891,40,0,102,6,51,6,17,2
94892,42,0,75,6,47,4,11,2
94893,14,0,43,2,21,1,4,1
94894,26,0,76,7,43,2,5,2
94896,25,0,50,5,23,2,4,0
94897,19,0,28,3,23,0,0,2
94898,19,0,28,3,23,0,0,2
94899,24,0,35,3,30,1,2,2
94900,23,0,45,2,17,0,0,1
94901,28,0,66,6,35,1,2,0
94902,21,2,26,5,12,2,4,0
94903,15,2,10,1,11,1,3,1
94905,27,8,57,3,33,2,5,2
94906,11,0,19,2,15,0,0,1
94908,40,0,31,7,53,1,4,3
94910,22,0,48,2,17,0,0,1
94911,24,0,35,3,30,1,2,2
94912,17,0,15,2,22,0,0,2
94913,56,0,214,13,68,7,34,2
94914,29,0,72,4,29,3,7,2
94915,24,0,35,3,30,1,2,2
94916,20,0,32,4,29,1,1,2
94917,32,0,64,5,28,4,10,0
94918,45,5,37,8,24,4,5,0
94919,11,0,24,4,18,0,0,1
94920,34,6,67,6,29,4,10,0
94923,23,0,47,2,18,0,0,1
94924,23,0,45,2,17,0,0,1
94925,25,0,48,0,5,0,0,0
94926,34,0,23,2,15,1,5,0
94927,36,0,33,3,42,1,6,2
94928,18,0,64,4,17,1,5,0
94929,16,0,25,4,19,1,5,0
94930,31,0,80,5,33,4,10,0
94931,31,0,70,5,46,7,15,2
94933,86,22,158,11,73,4,29,2
94934,15,0,26,2,18,0,0,1
94935,22,0,57,3,24,0,0,2
94936,18,0,22,5,9,3,6,0
94937,33,9,70,6,42,4,16,1
94938,23,0,29,4,25,1,1,1
94939,19,0,78,3,28,3,14,1
94940,48,12,105,15,65,5,19,2
94941,27,0,106,8,31,2,11,0
94943,34,0,70,9,44,4,14,2
94944,24,0,63,3,27,2,5,2
94946,24,6,29,3,30,1,2,2
94948,16,0,20,2,24,1,3,2
94949,11,0,19,2,15,0,0,1
94951,172,2,393,2,26,4,70,0
94953,19,7,46,6,20,0,0,0
94954,25,14,63,7,36,2,8,1
94958,23,6,29,3,29,1,1,2
94959,54,11,114,11,85,6,26,2
94963,8,0,30,2,14,0,0,1
94965,22,0,29,3,28,2,3,3
94968,8,1,7,1,11,1,1,1
94970,30,0,115,7,30,1,2,0
94971,21,0,32,3,28,0,0,2
94974,60,0,156,12,54,3,20,2
94975,31,0,61,5,29,4,10,0
94977,30,4,111,4,26,0,0,0
94978,31,0,61,5,29,4,10,0
94979,24,0,35,3,30,1,2,2
94980,18,0,22,7,28,4,9,0
94981,31,0,51,8,29,4,11,2
94982,24,0,81,4,32,3,15,1
94984,36,7,48,5,16,3,7,0
94985,172,0,150,12,116,9,24,1
94986,51,10,77,8,52,2,8,2
94989,23,0,47,3,24,1,4,1
94990,12,3,11,2,15,0,1,1
94991,13,0,18,2,22,0,0,2
94992,30,0,20,1,17,1,2,0
94994,23,0,59,2,29,1,9,1
94995,3,1,5,1,5,1,1,0
94997,5,1,3,1,4,0,0,0
95000,14,0,18,2,22,1,0,2
95004,44,0,80,12,49,4,19,4
95008,6,0,7,0,5,1,3,0
95009,31,0,51,7,44,3,11,3
95014,14,0,23,2,23,0,0,2
95015,15,0,29,3,24,0,0,2
95016,24,0,35,3,30,1,2,2
95017,5,0,16,2,12,0,0,0
95018,14,0,24,2,23,0,0,2
95020,27,0,38,6,34,0,0,3
95023,24,0,137,7,26,4,12,0
95024,19,5,25,2,23,1,2,2
95025,7,0,12,2,14,0,0,1
95026,19,0,75,3,22,1,7,1
95027,58,0,102,11,70,6,24,3
95030,20,13,40,5,34,0,0,2
95031,10,3,32,2,11,0,0,1
95032,24,0,45,3,30,1,2,2
95034,26,0,85,3,26,1,5,1
95035,27,0,87,5,30,1,8,2
95036,28,0,43,3,37,4,11,2
95037,98,34,137,31,89,6,28,2
95039,33,0,87,6,42,2,4,2
95040,11,4,23,2,8,1,2,0
95043,24,0,35,3,30,1,2,2
95045,38,0,67,11,49,4,18,3
95050,31,0,115,16,42,3,15,1
95051,14,0,34,3,22,1,1,1
95052,3,2,1,1,0,0,0,0
95053,35,0,53,7,46,4,14,3
95054,27,8,30,6,34,0,0,3
95056,32,0,79,4,21,5,12,0
95057,30,10,48,9,42,3,13,2
95058,14,0,24,2,23,0,0,2
95059,11,0,25,1,6,1,6,0
95060,9,0,26,2,11,0,0,1
95061,47,0,75,8,55,3,14,2
95064,3,0,4,0,0,0,0,0
95065,31,6,30,4,33,0,0,2
95066,28,0,43,6,32,1,4,2
95068,19,0,41,0,12,3,4,0
95069,15,0,16,2,22,0,0,2
95070,15,5,25,3,9,1,3,0
95071,3,0,3,0,0,0,0,0
95072,11,0,17,1,14,2,6,0
95073,11,0,17,1,14,2,6,0
95074,31,0,51,7,44,3,11,3
95075,21,0,33,2,28,1,4,2
95076,23,0,24,2,23,2,4,2
95079,25,4,35,6,22,3,8,1
95080,29,0,54,6,31,0,0,2
95082,24,6,29,3,30,1,2,2
95083,17,5,27,5,8,3,12,0
95084,75,6,172,6,58,5,22,0
95085,24,0,35,3,30,1,2,2
95086,24,0,35,3,30,1,2,2
95087,23,0,24,4,29,0,1,2
95088,24,0,35,3,30,1,2,2
95089,22,3,71,1,31,3,6,0
95090,14,0,24,2,23,0,0,2
95091,45,0,81,5,52,5,12,1
95092,58,0,41,3,41,3,28,0
95093,4,0,7,0,1,0,0,0
95095,19,2,30,4,25,5,7,1
95096,35,3,51,4,33,2,8,1
95097,40,0,135,8,54,14,33,2
95098,12,0,21,4,16,1,4,1
95099,211,49,433,47,268,13,69,2
95100,14,0,24,2,23,0,0,2
95101,11,0,41,3,12,1,5,0
95102,14,0,16,2,22,0,0,2
95103,24,0,35,3,30,1,2,2
95104,128,0,322,1,35,9,77,0
95105,56,19,120,13,60,10,26,3
95106,10,0,10,0,2,0,0,0
95109,8,0,9,0,9,1,3,0
95110,76,1,88,8,109,2,17,2
95116,98,31,216,30,75,3,6,2
95118,28,4,56,3,44,1,6,0
95119,24,6,29,3,30,1,2,2
95121,36,0,63,6,39,3,11,2
95122,13,0,12,2,17,1,4,1
95123,7,0,15,0,2,0,0,0
95124,26,6,28,4,34,0,0,3
95128,25,0,43,5,31,5,15,2
95130,4,0,4,0,5,1,1,0
95131,70,7,166,7,40,4,18,0
95134,19,6,23,3,27,2,2,2
95135,3,0,3,0,1,0,0,0
95136,15,5,43,5,12,1,5,0
95137,17,0,22,2,23,0,0,2
95138,18,7,58,4,29,1,5,1
95141,9,0,26,1,8,1,6,0
95142,18,0,32,2,23,2,6,2
95144,24,6,29,3,30,1,2,2
95146,17,0,21,2,23,0,0,2
95148,52,0,159,8,59,8,18,2
95151,14,0,16,2,22,0,0,2
95152,51,3,244,2,39,0,0,2
95153,75,15,75,9,77,4,30,5
95154,18,0,34,6,26,2,3,2
95155,29,10,46,9,42,3,13,2
95156,23,2,19,6,23,2,8,1
95158,31,4,148,4,15,0,0,0
95159,21,0,33,3,26,1,1,2
95160,19,0,36,4,22,6,13,1
95161,14,0,24,2,23,0,0,2
95163,14,0,32,2,22,3,5,1
95164,39,0,107,3,42,6,26,2
95165,28,10,35,5,32,3,12,2
95166,24,0,35,3,30,1,2,2
95167,14,0,16,2,22,0,0,2
95169,41,0,96,8,42,3,8,2
95170,28,10,35,5,32,3,12,2
95171,33,10,57,7,39,2,8,2
95174,22,0,28,5,13,4,9,0
95178,7,0,10,2,15,0,0,1
95179,5,3,8,3,5,1,3,0
95180,14,0,24,2,23,0,0,2
95182,24,0,35,3,30,1,2,2
95183,37,19,114,14,57,4,20,2
95186,27,7,41,8,44,3,8,2
95189,30,12,46,7,34,5,13,3
95190,14,0,16,2,22,0,0,2
95191,20,0,106,7,26,3,9,0
95192,23,0,34,5,29,3,8,3
95193,26,9,49,4,35,2,2,2
95194,23,0,24,2,23,2,4,2
95195,23,0,24,2,23,2,4,2
95197,28,11,43,7,36,4,13,2
95198,31,0,51,7,44,3,11,3
95200,32,0,59,6,43,5,14,3
95201,24,0,35,3,30,1,2,2
95202,72,0,137,9,77,6,28,3
95203,17,0,25,0,9,1,8,0
95205,44,19,81,9,50,2,10,2
95206,13,0,15,2,23,0,0,2
95207,23,8,32,4,30,1,3,2
95208,8,0,15,2,17,1,2,1
95209,14,0,24,2,23,0,0,2
95210,30,0,72,8,45,1,5,2
95211,9,0,24,4,16,3,7,0
95212,18,0,27,2,24,1,2,2
95213,52,0,167,14,49,8,22,3
95214,29,7,42,7,40,4,11,2
95216,14,4,40,4,12,5,8,0
95217,31,7,93,6,32,3,15,0
95221,24,3,32,5,25,1,3,1
95222,69,20,130,14,77,3,20,2
95224,9,0,4,0,0,0,0,0
95231,12,0,16,0,4,3,4,0
95232,7,0,14,2,8,2,2,0
95233,8,0,21,1,9,0,0,0
95234,111,0,206,8,49,3,59,4
95235,117,0,228,8,49,3,63,4
95237,6,0,12,4,8,0,0,0
95239,25,8,33,8,34,3,13,0
95243,14,0,24,2,23,0,0,2
95244,21,0,49,2,15,2,13,1
95245,24,0,35,3,30,1,2,2
95246,14,0,16,2,22,0,0,2
95247,36,0,49,6,25,0,0,0
95248,7,2,7,2,9,1,2,0
95249,11,0,22,1,8,1,8,0
95250,24,6,29,3,30,1,2,2
95254,44,0,100,9,49,2,10,2
95255,17,0,19,2,23,1,1,2
95256,18,0,86,5,40,5,5,0
95257,18,0,86,5,40,5,5,0
95259,11,0,26,1,8,0,0,0
95260,31,10,35,6,35,3,11,3
95261,14,0,24,2,23,0,0,2
95266,11,0,24,4,18,0,0,1
95268,44,0,94,7,57,3,10,4
95269,14,4,16,2,23,0,0,2
95271,14,0,29,4,14,0,0,1
95272,14,4,13,2,22,0,0,2
95275,9,0,26,1,8,1,6,0
95276,28,0,41,5,36,4,12,3
95281,29,0,77,7,37,9,19,0
95282,26,0,86,3,26,1,5,1
95283,29,5,47,4,26,1,7,1
95284,14,0,18,3,11,2,4,0
95285,29,0,41,2,43,3,8,0
95286,127,16,142,12,183,8,56,5
95287,24,0,35,3,30,1,2,2
95290,24,0,35,3,30,1,2,2
95291,43,0,124,7,66,12,34,3
95292,24,0,35,3,30,1,2,2
95293,35,0,85,5,49,10,28,3
95294,31,0,62,5,27,4,10,0
95296,19,0,26,2,24,2,3,2
95298,24,0,40,6,34,3,7,2
95300,15,0,16,4,20,1,5,1
95301,41,0,52,6,55,4,9,2
95302,57,0,90,9,60,5,26,3
95304,4,0,6,0,4,0,0,0
95305,4,0,6,0,4,1,2,0
95306,14,0,16,2,22,0,0,2
95307,128,0,322,1,35,9,77,0
95309,4,0,11,1,6,0,0,0
95310,15,0,15,2,21,0,0,2
95312,17,0,39,2,20,1,3,1
95313,24,9,40,7,33,3,9,2
95315,12,0,22,0,14,0,0,0
95316,14,0,16,2,22,0,0,2
95317,26,2,37,4,31,1,2,2
95319,10,0,21,1,8,1,7,0
95320,19,0,33,1,1,0,0,0
95322,18,0,33,0,1,0,0,0
95323,25,4,19,3,27,0,0,2
95324,23,0,29,2,27,4,6,2
95325,242,0,45,2,108,7,2,1
95327,11,0,8,0,9,1,6,0
95328,20,5,39,5,15,1,3,0
95329,26,0,25,6,34,1,3,2
95330,31,0,63,5,29,4,10,0
95332,26,0,89,3,26,1,5,1
95333,21,0,44,2,25,1,1,2
95335,24,0,35,3,30,1,2,2
95337,31,0,53,11,43,1,2,1
95338,15,5,20,2,22,0,0,2
95339,23,8,64,5,26,1,2,1
95341,3,1,4,1,5,0,0,0
95342,4,0,8,0,2,0,0,0
95344,3,0,6,0,2,0,0,0
95345,22,0,20,2,23,2,3,2
95347,21,0,39,4,26,1,0,1
95349,14,0,16,2,22,0,0,2
95351,24,0,35,3,30,1,2,2
95352,9,0,21,1,6,1,6,0
95354,34,0,72,7,45,4,19,2
95355,20,0,47,0,18,0,0,0
95358,1,0,4,0,3,0,0,0
95359,22,8,26,4,30,1,4,2
95361,46,0,43,8,62,3,7,2
95362,57,0,102,10,70,6,14,1
95364,23,0,137,8,31,2,9,0
95366,11,1,14,1,10,1,3,0
95367,24,0,35,3,30,1,2,2
95370,33,0,73,8,36,2,9,2
95371,33,0,76,5,29,7,19,0
95373,18,6,20,4,25,2,4,2
95374,20,7,46,3,25,1,5,1
95375,14,0,24,2,23,0,0,2
95376,26,2,66,3,32,1,12,1
95377,36,0,66,6,38,5,18,2
95378,1,0,3,0,2,0,0,0
95380,10,7,43,3,17,1,2,0
95381,10,4,13,2,15,1,3,1
95382,27,0,38,5,32,1,6,2
95386,18,0,24,3,25,1,1,2
95387,31,6,51,9,46,9,12,1
95389,12,0,20,3,16,1,5,0
95390,18,0,50,2,21,1,7,1
95391,14,0,16,2,22,0,0,2
95392,14,0,23,2,23,0,0,2
95393,24,6,29,3,30,1,2,2
95394,18,0,36,4,28,1,3,2
95395,13,3,18,2,22,0,0,2
95397,17,2,43,2,26,1,7,0
95398,12,2,22,2,14,1,5,0
95400,59,0,92,11,65,7,23,2
95401,14,5,37,3,23,3,10,1
95402,37,3,45,6,36,2,2,2
95403,41,0,121,8,36,1,6,2
95404,16,0,45,8,10,2,9,0
95405,30,10,48,9,42,3,13,2
95407,28,5,58,3,28,2,4,2
95408,20,0,32,2,25,1,1,2
95413,24,0,46,6,32,2,5,2
95414,8,5,27,2,13,3,9,1
95415,20,0,32,4,29,1,1,2
95416,12,2,25,1,17,1,5,0
95417,19,5,19,2,23,0,0,2
95418,24,0,35,3,30,1,2,2
95419,24,0,35,3,30,1,2,2
95420,37,13,61,8,47,5,22,3
95422,19,5,25,2,23,1,2,2
95423,19,6,23,3,27,2,2,2
95424,18,6,27,3,26,1,2,1
95425,32,0,71,4,32,4,7,2
95426,32,0,71,4,32,4,7,2
95428,49,22,144,18,79,3,11,2
95429,6,0,11,0,5,1,3,0
95430,76,0,165,8,88,5,30,3
95431,26,8,55,4,36,0,0,2
95432,30,0,104,2,26,2,12,2
95433,14,0,24,2,23,0,0,2
95434,7,0,30,3,17,0,0,1
95435,24,6,29,3,30,1,2,2
95436,27,0,38,6,34,0,0,3
95438,31,0,46,2,30,4,16,1
95440,8,0,18,2,15,0,0,1
95441,24,6,68,3,39,1,2,2
95442,30,10,48,9,42,3,13,2
95443,23,0,45,3,37,0,0,0
95444,11,0,32,1,19,2,5,0
95445,7,0,16,0,10,0,0,0
95449,17,0,20,2,23,1,1,2
95451,25,10,37,4,31,1,3,2
95452,213,0,347,33,259,12,46,3
95455,8,0,18,2,15,0,0,1
95456,14,0,29,4,14,0,0,1
95457,1,0,2,0,1,0,0,0
95458,20,0,37,2,26,4,4,2
95459,39,12,51,8,45,5,21,3
95460,37,17,51,10,45,4,17,3
95462,15,4,17,4,20,2,4,0
95463,153,2,339,4,49,3,62,2
95464,35,4,48,6,32,4,6,2
95465,26,4,80,4,18,0,0,0
95468,41,13,76,12,55,3,10,3
95469,37,0,71,2,39,2,10,2
95470,28,5,58,3,28,2,4,2
95471,36,0,110,13,45,19,61,2
95473,78,0,98,3,35,15,46,1
95478,21,0,34,4,10,2,3,0
95479,70,0,188,10,47,19,58,0
95480,79,0,234,12,56,20,63,0
95482,24,0,35,3,30,1,2,2
95483,24,0,35,3,30,1,2,2
95484,1,0,50,0,1,0,0,0
95486,26,0,58,4,35,2,2,2
95487,14,0,24,2,23,0,0,2
95488,22,4,39,1,12,4,8,0
95489,13,0,29,2,15,2,4,1
95491,24,0,25,0,10,4,6,0
