_id,Contract_definitions
74267,1
74268,1
74292,1
74303,1
74365,1
74421,1
74422,1
74437,1
74440,1
74441,1
74445,1
74456,1
74458,1
74460,1
74461,1
74462,1
74468,1
74484,1
74526,1
74566,1
74571,1
74577,1
74580,1
74581,1
74589,1
74595,1
74606,1
74622,1
74708,1
74711,1
74739,2
74741,2
74743,2
74798,1
74805,1
74807,1
74821,2
74826,1
75125,1
75171,1
75172,1
75173,1
75174,1
75179,1
75192,1
75193,1
75194,1
75226,2
75315,1
75339,1
75340,1
75342,1
75420,1
75488,1
75530,1
75596,1
75598,1
75599,1
75623,1
75624,1
75626,1
75629,2
75633,1
75637,1
75640,1
75642,1
75646,1
75652,1
75656,1
75657,1
75658,1
75659,1
75664,1
75717,1
75718,1
75720,1
75722,1
75724,1
75744,1
75746,1
75747,1
75751,2
75765,1
75768,12
75778,1
75787,1
75794,3
75807,1
75810,3
75813,1
75814,1
75820,1
75822,1
75832,6
75844,3
75845,1
75855,1
75885,1
75893,1
75896,7
75898,4
75899,15
75969,2
75970,5
75995,1
75997,1
76025,1
76027,1
76036,1
76043,1
76044,1
76058,1
76082,1
76083,1
76084,6
76086,3
76088,6
76089,16
76091,2
76116,1
76118,1
76131,1
76136,1
76142,4
76146,2
76151,5
76156,2
76157,1
76159,1
76260,1
76271,1
76277,1
76298,1
76303,1
76304,1
76305,1
76310,1
76323,1
76325,3
76326,1
76335,3
76336,1
76378,1
76396,1
76413,18
76506,1
76512,1
76514,1
76515,1
76517,1
76518,1
76519,3
76522,2
76528,1
76529,1
76530,1
76558,1
76559,1
76563,1
76565,1
76567,1
76569,1
76599,1
76600,1
76607,1
76608,1
76611,1
76612,1
76618,2
76619,2
76628,1
76629,1
76631,1
76633,1
76634,1
76635,1
76637,11
76638,2
76639,2
76640,1
76641,1
76642,1
76643,1
76653,1
76656,1
76659,3
76660,1
76661,1
76662,1
76664,23
76665,14
76666,5
76667,4
76668,26
76669,7
76670,5
76672,30
76673,11
76674,21
76675,8
76676,8
76677,14
76679,6
76680,9
76697,8
76698,9
76699,3
76700,7
76701,8
76704,4
76705,5
76707,6
76708,7
76709,2
76711,2
76712,3
76713,3
76729,7
76730,8
76731,8
76732,9
76733,10
76734,13
76735,19
76737,10
76738,13
76739,11
76740,19
76741,9
76742,12
76743,14
76745,3
76748,8
76749,9
76755,8
76756,9
76757,9
76758,11
76760,11
76761,12
76764,2
76766,2
76767,2
76769,10
76770,12
76774,2
76775,8
76776,9
76777,4
76778,5
76782,13
76783,14
76784,15
76785,16
76786,5
76788,8
76790,22
76793,4
76794,6
76799,7
76800,8
76802,6
76805,10
76806,11
76818,3
76821,2
76823,1
76825,1
76830,1
76831,1
76834,2
76837,1
76838,1
76839,1
76840,1
76841,1
76847,1
76848,1
76849,1
76850,1
76852,1
76857,1
76858,1
76859,1
76860,1
76861,1
76862,1
76863,1
76864,1
76865,1
76866,1
76867,1
76868,1
76869,1
76870,1
76871,1
76872,1
76873,1
76874,1
76875,1
76876,1
76877,1
76878,1
76879,1
76880,1
76881,1
76882,1
76883,1
76885,1
76886,1
76887,1
76888,1
76889,1
76890,1
76891,1
76892,1
76893,1
76894,1
76895,1
76896,1
76897,1
76898,1
76899,1
76900,1
76901,1
76902,1
76903,1
76904,1
76905,1
76906,1
76907,1
76908,1
76909,1
76910,1
76911,1
76912,1
76913,1
76914,1
76915,1
76916,1
76917,1
76918,1
76919,1
76920,1
76921,1
76922,1
76935,1
76936,2
76937,2
76938,1
76948,3
76951,1
76952,1
76954,1
76955,1
76968,1
76978,1
76980,1
76982,1
76985,1
76986,1
76988,1
76989,1
76994,1
76995,2
76996,2
76997,1
76998,1
77000,1
77004,1
77005,1
77006,1
77007,10
77012,1
77017,1
77020,2
77021,2
77022,2
77023,1
77046,4
77047,3
77048,9
77051,3
77052,6
77053,3
77054,18
77055,17
77056,20
77057,22
77058,15
77059,17
77060,23
77061,4
77063,8
77064,9
77065,4
77066,17
77067,6
77068,41
77071,1
77073,1
77080,1
77082,1
77105,1
77160,1
77190,4
77192,1
77193,1
77194,1
77196,1
77197,7
77198,3
77199,2
77200,1
77202,9
77204,1
77209,1
77218,1
77223,2
77224,1
77225,1
77232,2
77234,1
77247,1
77252,1
77260,1
77273,1
77277,1
77278,1
77282,1
77284,1
77288,1
77396,1
77403,1
77413,1
77423,1
77431,1
77435,1
77436,1
77477,1
77479,1
77480,1
77486,1
77499,16
77500,11
77501,1
77545,1
77549,1
77565,1
77577,1
77580,2
77606,1
77611,12
77612,1
77720,1
77745,1
78039,13
78040,1
78059,1
78118,7
78128,1
78129,1
78142,1
78163,2
78170,14
78174,1
78206,1
78211,1
78212,1
78214,1
78218,1
78224,1
78225,1
78236,1
78247,1
78248,4
78249,1
78250,1
78252,1
78261,1
78282,1
78289,1
78290,1
78296,1
78307,1
78308,1
78317,1
78322,1
78332,1
78333,1
78361,1
78423,2
78424,9
78427,1
78430,5
78436,4
78441,1
78442,1
78473,1
78478,1
78479,1
78502,2
78519,11
78520,10
78557,2
78559,3
78561,1
78640,36
78641,32
78642,35
78643,29
78644,36
78647,1
78656,1
78677,2
78692,1
78722,1
78723,1
78724,1
78733,4
78786,1
78793,1
78804,1
78809,1
78810,1
78811,1
78815,16
78839,12
78840,11
78842,11
78844,2
78916,1
78937,1
78949,1
78950,1
78951,1
78952,1
78956,1
78962,3
78985,1
78991,1
78992,1
78993,1
78994,1
78995,1
79044,1
79045,3
79052,6
79053,9
79054,7
79069,27
79155,1
79166,2
79171,1
79177,2
79193,3
79199,1
79226,1
79236,1
79238,1
79240,1
79242,1
79247,1
79258,1
79259,1
79267,1
79271,1
79292,1
79305,1
79306,14
79328,1
79329,1
79331,1
79342,1
79369,5
79479,1
79544,4
79546,4
79549,4
79582,1
79589,1
79599,1
79603,2
79604,3
79605,2
79606,3
79607,3
79608,3
79612,7
79614,7
79625,1
79635,2
79636,2
79646,1
79652,1
79665,1
79672,1
79673,2
79675,1
79680,1
79683,1
79684,1
79695,2
79714,2
79719,1
79752,1
79773,12
79801,1
79802,1
79803,1
79817,1
79825,1
79854,1
79855,3
79857,1
79891,1
79900,2
79903,1
79916,1
79929,1
79943,1
79944,1
79960,1
79961,1
79964,3
79988,3
80004,8
80071,11
80141,1
80164,2
80165,2
80173,14
80321,1
80326,1
80327,1
80364,1
80398,1
80399,2
80400,1
80401,1
80403,1
80407,11
80415,1
80421,3
80428,24
80443,1
80444,1
80447,1
80448,1
80454,1
80455,1
80456,1
80457,2
80476,1
80482,2
80494,33
80496,36
80498,13
80507,1
80522,1
80523,1
80535,8
80543,1
80544,1
80549,1
80550,1
80551,1
80558,1
80572,13
80574,14
80576,15
80579,2
80891,1
81094,5
81095,5
81096,5
81099,5
81163,10
81206,1
81207,1
81221,1
81223,1
81231,1
81232,1
81233,1
81234,1
81235,1
81236,1
81237,1
81239,1
81241,1
81258,1
81265,1
81272,1
81292,2
81293,2
81313,12
81314,9
81335,2
81372,5
81385,1
81387,1
81409,1
81410,1
81413,1
81416,1
81431,1
81434,1
81439,1
81450,1
81456,1
81466,1
81472,1
81477,2
81486,2
81488,1
81494,1
81497,4
81500,2
81543,1
81544,1
81558,1
81566,1
81573,8
81579,5
81581,12
81583,12
81585,14
81602,2
81604,1
81631,1
81643,20
81645,11
81654,5
81658,4
81661,1
81665,3
81692,1
81695,1
81698,1
81709,1
81714,1
81717,1
81720,3
81726,1
81758,1
81759,1
81839,6
81849,1
81850,1
81851,1
81852,1
81853,1
81855,1
81861,1
81886,1
81889,1
81895,1
81902,1
81908,1
81917,1
81919,1
81939,1
81958,2
81959,1
81960,1
82008,1
82031,1
82033,1
82115,5
82117,6
82118,6
82127,1
82132,1
82137,1
82142,2
82185,7
82186,8
82188,1
82190,1
82225,1
82243,1
82246,1
82258,1
82276,1
82279,2
82302,1
82344,6
82522,13
82525,1
82528,1
82543,1
82553,1
82557,1
82560,1
82561,1
82565,1
82566,1
82569,1
82571,1
82592,1
82593,3
82668,2
82673,1
82679,1
82683,1
82686,1
82705,3
82706,1
82707,1
82715,4
82734,8
82775,1
82778,6
82781,3
82791,1
82836,1
82838,19
82844,1
82850,1
82851,1
82852,1
82853,1
82855,1
82862,1
82863,2
82871,1
82873,1
82880,1
82893,1
82894,1
82897,4
82902,1
82923,22
82928,11
82938,1
82952,2
82966,19
82967,12
82968,10
82969,12
82970,10
82971,7
82972,10
82973,10
82974,10
82975,10
82976,13
82977,14
82978,14
82979,18
82980,18
82981,9
82982,19
82983,19
82985,13
82990,19
82991,19
82992,19
82993,19
82994,18
82995,19
82996,20
82997,19
82998,19
82999,19
83000,19
84005,2
84007,10
84008,7
84009,4
84011,3
84012,1
84015,10
84016,26
84017,8
84018,6
84020,12
84021,11
84023,3
84024,1
84026,5
84027,6
84030,5
84033,3
84034,4
84035,1
84036,3
84037,7
84038,2
84039,5
84040,1
84041,9
84042,7
84043,3
84045,14
84046,7
84048,8
84049,12
84051,5
84052,11
84053,13
84054,7
84055,10
84056,9
84057,5
84059,6
84061,5
84062,5
84064,12
84065,5
84069,1
84070,15
84072,2
84074,7
84075,3
84077,6
84078,12
84082,5
84085,2
84086,4
84087,5
84088,1
84089,3
84090,6
84091,4
84093,4
84094,5
84095,4
84096,4
84097,3
84098,6
84099,2
84100,4
84101,2
84103,2
84104,6
84105,3
84107,12
84109,2
84110,6
84111,1
84112,9
84113,5
84117,10
84119,5
84121,5
84122,5
84123,6
84124,5
84125,12
84126,2
84128,3
84129,7
84130,5
84132,4
84134,7
84135,4
84136,13
84138,4
84139,2
84141,2
84142,1
84143,3
84144,3
84145,17
84146,3
84147,2
84148,3
84149,8
84150,4
84151,4
84152,8
84153,3
84155,9
84156,5
84158,9
84160,10
84161,4
84162,5
84163,21
84164,2
84165,5
84166,5
84167,3
84168,2
84173,4
84174,7
84176,17
84177,3
84178,7
84179,2
84180,10
84183,7
84184,5
84186,2
84187,1
84188,10
84189,2
84191,4
84192,7
84193,3
84194,7
84195,3
84197,5
84198,9
84199,8
84200,5
84203,8
84205,1
84206,13
84207,2
84208,5
84209,10
84210,5
84212,5
84213,3
84214,5
84216,7
84220,1
84221,3
84223,9
84224,8
84226,4
84229,8
84230,12
84234,5
84235,4
84241,7
84242,5
84243,5
84244,4
84245,5
84246,5
84247,4
84248,2
84249,4
84252,4
84253,7
84254,6
84258,10
84263,2
84265,5
84266,3
84267,5
84268,6
84269,13
84270,4
84271,5
84272,5
84273,4
84274,5
84275,9
84277,3
84278,7
84279,4
84280,2
84281,2
84282,4
84284,9
84285,29
84286,41
84287,9
84288,1
84289,5
84290,11
84291,4
84292,3
84295,3
84300,1
84301,7
84303,3
84304,5
84305,5
84306,10
84308,4
84309,2
84311,9
84313,4
84314,6
84315,5
84316,10
84317,4
84318,13
84319,10
84320,4
84321,5
84322,5
84323,6
84324,6
84325,2
84327,1
84328,9
84331,5
84332,7
84334,7
84335,5
84336,1
84337,1
84338,1
84339,1
84341,1
84342,5
84343,4
84345,3
84347,3
84348,9
84349,2
84350,5
84351,8
84352,16
84353,4
84354,3
84356,17
84357,2
84358,5
84359,2
84360,6
84362,5
84363,5
84364,2
84365,2
84366,5
84367,9
84368,6
84369,5
84370,3
84371,5
84372,3
84374,4
84376,11
84378,4
84379,7
84380,10
84381,4
84382,3
84383,6
84385,7
84387,3
84388,5
84389,8
84390,1
84391,3
84394,5
84396,2
84397,6
84399,1
84401,2
84402,3
84403,8
84404,16
84406,3
84407,6
84408,14
84409,3
84410,6
84411,6
84412,53
84413,1
84414,2
84416,6
84417,10
84418,27
84419,8
84420,8
84421,5
84422,5
84423,8
84424,6
84426,2
84428,4
84429,7
84430,3
84431,11
84432,13
84433,4
84434,1
84435,4
84436,23
84437,6
84438,4
84439,1
84440,3
84441,5
84442,3
84443,7
84444,5
84446,18
84447,10
84448,11
84449,5
84450,2
84452,5
84453,7
84455,3
84456,1
84458,8
84459,2
84461,4
84462,4
84463,9
84465,3
84467,2
84468,3
84469,1
84470,3
84472,10
84473,3
84474,5
84475,4
84476,4
84477,5
84479,2
84480,3
84481,2
84483,5
84487,3
84488,3
84489,6
84490,14
84491,17
84493,3
84494,1
84495,5
84496,3
84497,3
84498,4
84499,3
84500,2
84501,2
84502,9
84504,4
84506,21
84517,3
84518,4
84519,2
84520,2
84521,19
84522,8
84523,2
84524,3
84525,4
84526,4
84527,5
84530,8
84531,6
84533,3
84534,6
84535,5
84536,9
84537,5
84538,2
84539,5
84541,2
84542,5
84543,35
84544,4
84545,35
84547,7
84548,7
84549,8
84550,6
84553,3
84554,5
84555,5
84556,2
84557,6
84558,2
84559,9
84560,8
84563,2
84564,7
84566,9
84567,2
84569,8
84570,1
84572,5
84573,5
84574,2
84575,3
84576,14
84577,12
84578,5
84579,5
84580,4
84581,2
84582,2
84584,12
84585,3
84586,9
84587,5
84588,4
84589,8
84591,6
84592,7
84593,5
84595,4
84598,3
84600,3
84601,9
84602,2
84603,10
84605,5
84606,3
84607,5
84609,5
84610,2
84611,3
84612,2
84613,1
84615,3
84616,2
84617,7
84618,5
84619,4
84620,4
84622,3
84623,2
84624,13
84625,8
84626,6
84627,2
84628,7
84629,4
84630,3
84631,5
84632,12
84633,5
84634,5
84635,3
84636,4
84637,5
84639,5
84640,2
84641,2
84642,3
84643,9
84644,7
84645,4
84646,4
84647,3
84648,7
84649,4
84650,11
84651,10
84652,3
84653,11
84655,7
84656,13
84657,9
84659,5
84660,5
84661,7
84662,2
84663,2
84664,5
84665,2
84666,5
84667,9
84668,11
84669,3
84670,1
84671,18
84672,5
84674,2
84675,5
84676,9
84677,9
84678,1
84679,2
84680,1
84681,3
84682,5
84683,7
84684,2
84685,6
84687,7
84688,5
84689,4
84691,4
84693,3
84694,3
84695,5
84696,10
84699,1
84701,6
84703,5
84704,3
84705,5
84706,9
84707,5
84708,3
84709,9
84710,6
84711,1
84712,1
84713,7
84714,7
84715,3
84716,8
84718,3
84719,1
84720,5
84721,9
84722,7
84723,6
84725,4
84726,3
84727,5
84728,5
84729,6
84730,6
84731,3
84732,3
84733,7
84734,9
84736,5
84738,4
84739,5
84740,3
84742,1
84746,2
84747,3
84748,1
84749,8
84750,4
84751,7
84752,4
84753,10
84754,9
84755,5
84756,8
84758,11
84759,4
84764,4
84765,2
84766,8
84767,5
84768,3
84769,1
84771,4
84773,2
84774,7
84775,7
84777,5
84781,10
84783,8
84784,4
84785,11
84786,6
84790,8
84792,3
84795,4
84802,5
84803,3
84804,8
84805,2
84807,3
84808,16
84812,4
84816,3
84817,14
84818,4
84819,9
84821,10
84822,5
84823,16
84825,3
84826,3
84827,5
84828,5
84829,7
84835,5
84836,13
84837,3
84838,1
84839,7
84841,7
84842,3
84843,8
84844,6
84845,3
84846,16
84848,5
84849,1
84852,5
84855,5
84857,3
84858,18
84859,3
84860,5
84861,7
84862,3
84863,8
84865,20
84867,2
84869,2
84870,2
84871,6
84872,1
84873,3
84874,7
84876,11
84880,8
84881,19
84882,7
84883,2
84884,7
84885,8
84886,4
84889,3
84894,8
84895,4
84896,2
84897,13
84898,3
84899,3
84900,13
84901,5
84902,9
84903,5
84905,2
84906,6
84907,5
84908,1
84909,5
84910,6
84911,5
84912,2
84914,4
84917,8
84918,4
84919,8
84920,1
84921,6
84922,4
84923,7
84924,7
84925,5
84926,9
84927,2
84928,4
84930,3
84931,4
84932,7
84933,3
84935,7
84936,7
84938,7
84940,6
84941,1
84945,9
84946,3
84947,4
84949,6
84952,1
84953,7
84955,4
84956,3
84957,6
84958,4
84959,5
84960,8
84961,3
84962,56
84963,8
84964,2
84965,8
84968,3
84977,8
84978,5
84979,16
84980,15
84981,1
84982,5
84983,5
84984,2
84986,3
84987,3
84991,2
84994,8
84995,6
84996,1
84998,5
84999,21
85000,7
85001,6
85002,5
85003,3
85004,2
85005,3
85006,6
85007,5
85009,2
85011,5
85013,3
85014,1
85015,5
85016,5
85017,9
85018,11
85019,14
85020,5
85021,5
85023,2
85024,5
85027,16
85028,5
85032,3
85033,3
85034,3
85035,10
85036,9
85038,2
85043,3
85044,5
85045,4
85046,2
85047,4
85051,9
85052,9
85053,4
85054,3
85058,5
85060,9
85062,9
85064,16
85065,3
85066,5
85067,2
85068,5
85069,12
85070,4
85072,4
85073,12
85074,9
85075,7
85076,6
85077,7
85078,14
85079,11
85080,5
85082,1
85085,4
85086,18
85087,4
85088,14
85090,4
85091,5
85092,5
85093,1
85094,5
85095,3
85096,6
85099,6
85100,9
85101,3
85102,5
85103,3
85105,18
85106,6
85107,5
85109,4
85110,7
85111,4
85112,8
85113,15
85114,12
85116,7
85117,9
85118,6
85119,5
85120,4
85121,2
85122,4
85123,2
85124,8
85125,5
85126,1
85127,1
85128,2
85129,2
85130,4
85131,5
85132,5
85134,4
85136,4
85137,3
85138,4
85140,3
85143,7
85144,16
85146,5
85148,1
85149,2
85150,3
85151,5
85152,6
85153,2
85154,12
85155,1
85156,9
85160,3
85161,3
85162,5
85163,2
85164,9
85165,4
85167,6
85169,3
85170,4
85171,10
85172,9
85173,4
85174,8
85176,5
85177,5
85179,9
85180,3
85181,3
85182,4
85184,3
85185,5
85186,4
85187,8
85189,10
85190,4
85191,5
85193,7
85197,2
85198,5
85201,9
85202,3
85203,2
85204,10
85206,5
85207,4
85208,3
85209,9
85210,5
85212,5
85213,2
85214,7
85215,6
85216,6
85217,5
85218,8
85219,3
85220,4
85221,5
85224,7
85225,12
85230,8
85231,4
85232,5
85233,5
85234,3
85235,4
85237,6
85238,5
85239,4
85240,5
85242,5
85243,5
85244,3
85245,2
85246,20
85247,11
85248,3
85249,2
85250,10
85251,3
85253,9
85254,3
85255,8
85256,9
85257,2
85259,5
85261,5
85263,9
85264,2
85265,6
85266,4
85267,6
85268,5
85269,10
85272,7
85273,6
85274,21
85275,5
85277,4
85278,6
85279,10
85280,8
85281,8
85282,5
85283,1
85285,4
85288,1
85289,14
85290,14
85291,5
85292,5
85294,2
85296,1
85297,1
85299,3
85300,1
85301,5
85302,14
85303,1
85304,2
85308,4
85309,3
85310,6
85311,9
85312,3
85313,8
85315,7
85316,10
85317,14
85318,18
85319,1
85320,2
85321,2
85323,5
85324,5
85325,2
85327,10
85328,4
85330,15
85331,13
85332,5
85333,3
85334,3
85337,33
85338,4
85339,11
85340,14
85341,13
85342,11
85347,1
85350,5
85351,26
85353,1
85355,2
85356,4
85357,2
85366,5
85367,2
85368,2
85369,2
85370,11
85371,4
85372,5
85374,6
85375,11
85377,6
85380,7
85381,5
85382,4
85384,9
85388,3
85391,7
85392,3
85394,10
85395,9
85397,3
85400,8
85401,1
85402,5
85403,3
85404,7
85405,7
85406,3
85407,2
85408,4
85409,4
85410,5
85411,6
85412,5
85413,3
85417,7
85418,2
85419,2
85420,7
85421,5
85422,9
85424,5
85425,4
85426,5
85428,5
85429,5
85432,2
85443,5
85446,6
85447,3
85448,4
85450,2
85451,2
85453,5
85454,6
85455,3
85456,4
85457,4
85458,20
85459,5
85460,1
85461,4
85463,14
85464,2
85465,9
85466,5
85467,4
85468,8
85470,14
85471,7
85472,9
85473,4
85475,24
85476,11
85477,11
85478,12
85479,2
85480,2
85482,10
85483,5
85484,4
85485,1
85486,7
85487,2
85488,2
85490,2
85491,5
85493,4
85494,5
85495,8
85496,12
85497,5
85498,1
85499,5
85500,11
85501,3
85502,6
85503,5
85505,3
85506,5
85507,7
85508,3
85509,7
85510,5
85512,3
85513,7
85514,5
85515,2
85516,6
85517,5
85518,4
85520,6
85522,2
85524,6
85525,5
85528,8
85531,4
85532,5
85533,7
85534,2
85536,4
85537,4
85538,7
85540,6
85541,2
85542,2
85543,2
85544,2
85545,3
85546,10
85547,3
85548,4
85549,3
85550,9
85551,9
85552,1
85553,1
85554,4
85555,5
85556,5
85557,7
85558,13
85559,14
85560,1
85561,19
85562,18
85564,3
85565,6
85566,9
85567,5
85568,5
85570,3
85572,5
85573,3
85574,3
85575,7
85576,3
85577,3
85578,5
85579,7
85581,4
85582,5
85583,7
85584,5
85585,6
85586,3
85587,13
85589,4
85590,5
85591,7
85592,4
85593,9
85594,3
85595,4
85596,5
85597,7
85598,1
85599,5
85601,5
85602,7
85603,9
85605,9
85606,4
85607,4
85608,6
85609,5
85610,5
85611,2
85614,5
85615,3
85617,2
85618,11
85620,4
85621,9
85623,3
85624,15
85627,2
85629,12
85630,11
85631,6
85632,4
85636,6
85637,5
85638,8
85641,5
85642,5
85643,5
85644,5
85645,7
85646,5
85648,7
85649,2
85650,5
85651,3
85652,7
85653,7
85654,7
85655,7
85656,7
85657,10
85659,7
85660,6
85661,6
85662,2
85663,3
85665,3
85666,2
85667,8
85668,1
85669,3
85672,5
85673,7
85674,4
85675,1
85677,8
85678,3
85679,5
85680,6
85681,1
85682,1
85683,12
85684,6
85685,1
85687,5
85688,7
85689,4
85690,4
85692,6
85694,4
85696,5
85697,6
85699,6
85700,3
85701,7
85702,3
85703,11
85704,4
85705,4
85708,2
85709,8
85710,3
85712,2
85713,5
85714,5
85715,3
85716,5
85723,1
85727,5
85728,5
85731,2
85733,7
85737,4
85738,3
85739,9
85740,5
85741,10
85742,5
85743,5
85744,2
85745,5
85746,2
85747,3
85749,2
85752,4
85753,11
85754,1
85755,2
85756,9
85758,1
85759,4
85760,2
85762,10
85763,4
85766,8
85767,1
85768,1
85769,9
85770,3
85771,3
85772,3
85773,7
85774,5
85776,6
85778,5
85779,3
85780,5
85781,10
85782,3
85783,18
85784,1
85785,8
85788,4
85790,7
85792,8
85793,2
85798,15
85799,6
85804,2
85808,11
85809,19
85810,4
85811,12
85813,2
85814,15
85815,2
85816,4
85819,5
85820,6
85821,1
85822,1
85824,7
85826,9
85827,5
85830,6
85831,5
85832,6
85834,5
85835,1
85836,11
85837,6
85840,5
85841,7
85842,6
85844,5
85845,16
85846,5
85847,2
85848,5
85849,4
85850,5
85851,2
85852,2
85854,6
85855,6
85856,2
85857,7
85858,5
85859,5
85860,1
85862,3
85863,4
85865,10
85867,3
85868,3
85870,16
85871,3
85872,7
85875,3
85878,3
85879,2
85880,2
85882,8
85883,6
85884,11
85886,5
85887,5
85888,1
85889,5
85890,1
85891,9
85892,8
85893,3
85894,7
85896,2
85899,4
85900,3
85901,4
85902,8
85903,7
85904,18
85905,16
85906,13
85907,1
85909,5
85910,5
85911,4
85912,1
85913,9
85914,3
85915,6
85916,1
85917,5
85921,2
85922,3
85923,6
85925,11
85927,8
85928,1
85930,10
85931,4
85937,5
85938,7
85939,12
85940,1
85941,5
85943,4
85944,3
85945,5
85946,5
85947,24
85948,8
85949,5
85950,2
85952,17
85954,3
85956,3
85957,5
85958,7
85960,3
85961,3
85962,7
85964,2
85965,2
85966,5
85967,3
85968,7
85969,5
85970,5
85975,3
85977,11
85978,5
85981,19
85982,2
85984,6
85985,2
85986,6
85987,21
85988,6
85989,5
85992,2
85993,2
85996,4
85997,9
85999,1
86000,1
86001,1
86002,1
86003,1
86004,5
86005,4
86008,8
86010,5
86011,4
86012,3
86013,6
86014,1
86016,10
86017,2
86019,5
86020,3
86021,9
86022,8
86024,4
86026,3
86027,5
86028,4
86029,5
86030,5
86031,4
86032,7
86034,6
86035,4
86036,9
86037,1
86038,1
86039,3
86042,4
86044,6
86045,5
86046,8
86047,5
86048,16
86049,2
86050,4
86051,4
86052,2
86053,3
86055,5
86056,7
86058,14
86059,14
86060,1
86062,8
86064,3
86065,2
86066,3
86067,1
86068,1
86069,6
86073,9
86074,9
86075,19
86076,5
86081,3
86083,1
86084,2
86085,2
86086,5
86087,3
86088,10
86089,1
86090,3
86091,5
86093,9
86095,2
86097,10
86099,3
86102,2
86103,11
86104,2
86105,2
86107,6
86108,5
86110,5
86111,6
86112,4
86113,3
86115,1
86117,3
86118,11
86119,5
86120,3
86122,5
86126,3
86128,9
86130,1
86131,9
86133,4
86134,3
86135,15
86138,4
86139,8
86141,2
86142,9
86144,9
86145,11
86148,13
86149,3
86150,7
86151,4
86152,8
86153,2
86154,4
86155,6
86157,1
86158,1
86160,2
86162,7
86163,10
86164,5
86165,1
86166,9
86167,5
86168,4
86169,5
86170,1
86171,7
86172,6
86173,5
86174,5
86175,5
86176,3
86177,18
86178,18
86179,3
86180,12
86181,5
86182,4
86183,11
86184,1
86185,4
86186,5
86187,3
86188,4
86189,19
86190,7
86191,2
86192,1
86194,1
86208,64
86209,10
86211,4
86212,15
86214,4
86215,4
86216,7
86219,2
86221,2
86222,3
86225,64
86226,1
86230,5
86231,3
86234,5
86235,13
86236,7
86239,4
86242,4
86243,19
86245,63
86246,6
86249,8
86257,7
86259,5
86260,2
86261,6
86263,4
86265,7
86268,6
86269,1
86273,22
86274,3
86277,4
86279,2
86280,14
86281,7
86282,5
86283,5
86284,2
86285,5
86289,4
86290,7
86291,10
86294,4
86295,4
86296,4
86297,9
86298,9
86299,2
86300,5
86301,4
86302,1
86304,3
86305,1
86306,3
86307,3
86308,4
86310,1
86311,14
86312,9
86313,3
86314,15
86315,7
86316,4
86317,4
86318,1
86320,3
86321,8
86322,5
86323,3
86324,3
86325,1
86327,3
86328,7
86329,1
86330,6
86332,21
86333,13
86335,3
86338,6
86339,1
86340,3
86341,9
86342,7
86343,6
86344,3
86345,1
86346,5
86347,3
86348,3
86349,4
86350,4
86351,2
86352,5
86353,5
86354,6
86355,5
86356,2
86357,2
86358,7
86359,2
86360,11
86361,4
86362,1
86363,8
86364,7
86365,3
86366,6
86367,2
86369,3
86370,9
86371,2
86372,5
86374,4
86375,1
86377,5
86379,1
86381,3
86382,7
86384,2
86385,5
86386,5
86387,2
86388,3
86389,9
86391,2
86392,3
86397,3
86398,15
86400,1
86401,2
86402,3
86403,1
86404,2
86405,2
86407,9
86408,6
86409,13
86410,4
86411,6
86413,3
86414,3
86416,1
86417,3
86418,2
86419,4
86420,8
86421,1
86423,4
86424,6
86425,5
86427,1
86428,1
86429,2
86430,1
86431,3
86432,1
86433,1
86435,1
86436,1
86438,1
86439,2
86440,7
86441,2
86442,2
86443,4
86446,2
86448,4
86449,1
86452,20
86454,15
86456,5
86458,2
86460,1
86462,3
86463,1
86465,5
86466,7
86468,6
86469,2
86470,2
86471,2
86472,5
86474,4
86476,2
86477,1
86479,2
86480,5
86481,1
86482,1
86483,3
86484,1
86485,1
86486,3
86487,9
86491,57
86493,2
86494,2
86496,2
86499,1
86501,4
86502,10
86504,8
86508,1
86509,2
86510,3
86512,4
86513,5
86515,2
86516,2
86517,8
86518,8
86519,3
86520,5
86521,5
86522,10
86523,2
86524,2
86525,2
86526,2
86527,23
86528,5
86530,3
86531,7
86532,6
86533,12
86534,13
86535,6
86536,9
86539,10
86540,10
86541,3
86542,6
86544,1
86545,5
86546,2
86547,12
86548,5
86549,7
86550,4
86552,10
86553,3
86557,5
86559,5
86560,7
86561,7
86563,3
86564,1
86565,3
86566,2
86567,6
86568,12
86570,2
86571,1
86574,5
86575,4
86577,5
86578,3
86580,5
86581,3
86582,8
86583,4
86585,7
86586,4
86587,5
86588,8
86589,5
86590,5
86591,5
86592,1
86594,6
86597,8
86598,8
86599,8
86600,19
86601,4
86603,13
86604,5
86606,3
86607,2
86608,2
86609,6
86611,3
86612,1
86613,5
86616,3
86617,3
86618,2
86622,5
86624,5
86625,2
86626,5
86628,7
86629,4
86630,5
86631,7
86634,3
86635,4
86639,2
86640,5
86641,10
86643,10
86644,4
86645,11
86646,3
86648,4
86649,2
86651,4
86652,5
86653,7
86654,1
86655,25
86657,5
86658,4
86660,4
86661,6
86662,5
86663,8
86664,11
86667,3
86669,7
86670,13
86671,9
86672,3
86673,1
86674,13
86676,5
86677,28
86678,5
86679,3
86680,4
86686,4
86687,7
86688,3
86690,8
86691,13
86692,6
86695,3
86696,9
86697,4
86698,7
86699,7
86700,9
86701,4
86703,5
86704,5
86705,5
86706,2
86707,5
86708,8
